uid,namedLocation,date,domainID,siteID,plotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,otherTagID,otherTagOrg,samplingProtocolVersion,identificationHistoryID,taxonID,scientificName,genus,family,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF,publicationDate,release
"fbabf6c9-2637-42f3-9f39-cfbea220a46a","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01158",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ILMO","Ilex montana Torr. & A. Gray ex A. Gray","Ilex","Aquifoliaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"2b961987-d6b7-43c1-97d3-21336de84fea","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01394",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"HAVI4","Hamamelis virginiana L.","Hamamelis","Hamamelidaceae","species",NA,NA,NA,"cf. species",NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"6581b096-b81c-47f5-b46c-c1bc517403dc","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068","23",24.5,313.8,"map and tag","NEON.PLA.D07.MLBS.01155",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"39457a0d-6115-4f64-b80b-0908ddad23e5","MLBS_072.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_072","39",11,147.9,"map and tag","NEON.PLA.D07.MLBS.01306B",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"AMLA","Amelanchier laevis Wiegand","Amelanchier","Rosaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"68651a32-1cff-4e9e-9a3e-e6e42cb79393","MLBS_070.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_070","39",10.8,103.6,"map and tag","NEON.PLA.D07.MLBS.01268",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"24a3f2cf-c3c7-41eb-a83a-49b776b6c758","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068","23",20.2,37,"map and tag","NEON.PLA.D07.MLBS.01219",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUCO2","Quercus coccinea Münchh.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"8886d17a-ccc7-453f-992b-4129d4920a13","MLBS_072.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_072","39",14.3,103.3,"map and tag","NEON.PLA.D07.MLBS.01301",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUAL","Quercus alba L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"bedb3270-8309-420c-85e7-091819643392","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068","23",25.8,38.7,"map and tag","NEON.PLA.D07.MLBS.01218",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"AMLA","Amelanchier laevis Wiegand","Amelanchier","Rosaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"764bd5b3-5677-4edf-b6e5-a00bb3713660","MLBS_072.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_072","39",6.1,36.3,"map and tag","NEON.PLA.D07.MLBS.01318",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUCO2","Quercus coccinea Münchh.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"5c384252-b653-487b-87fd-790c4aaa3fed","MLBS_070.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_070",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01230",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"KALA","Kalmia latifolia L.","Kalmia","Ericaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"88c41c39-ce2a-41ca-8213-47c4b4fca0a3","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01371",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"HAVI4","Hamamelis virginiana L.","Hamamelis","Hamamelidaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"0839c3ad-ee2f-4818-a6be-a93b4dbd5ba8","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01196",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACPE","Acer pensylvanicum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"78a3fc7b-b96b-45eb-9e2d-eb4294d31774","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01336",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"KALA","Kalmia latifolia L.","Kalmia","Ericaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"1a003dd5-1827-4d6f-8a1e-b265d8fbe128","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071","23",18.9,290.5,"map and tag","NEON.PLA.D07.MLBS.01395",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"TSCA","Tsuga canadensis (L.) Carrière","Tsuga","Pinaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"8a3c979b-cc19-42dc-bb98-8b34a4ac788b","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01340",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"HAVI4","Hamamelis virginiana L.","Hamamelis","Hamamelidaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"34b589d9-a19f-495b-83d2-4eca39b830cf","MLBS_072.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_072","39",13.9,115.9,"map and tag","NEON.PLA.D07.MLBS.01299",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,"cf. species",NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"f897e1bf-25b4-4fe6-a9ed-f338267b802e","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01173",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACPE","Acer pensylvanicum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"8a37cd89-4660-41ac-9edc-2c21564b6a7e","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01360",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACPE","Acer pensylvanicum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"054085b8-6fd6-4ba8-9a15-07603b0f8b58","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068","23",10.8,19.6,"map and tag","NEON.PLA.D07.MLBS.01187A",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"AMLA","Amelanchier laevis Wiegand","Amelanchier","Rosaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"1e9a3180-68d6-41f4-9233-9a457ac9b6d1","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068","23",10.8,19.6,"map and tag","NEON.PLA.D07.MLBS.01187C",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"AMLA","Amelanchier laevis Wiegand","Amelanchier","Rosaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"d48c8d70-0789-4aea-85ba-a9015c5596c5","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068","23",15.5,25.7,"map and tag","NEON.PLA.D07.MLBS.01225",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUAL","Quercus alba L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"27953a12-d07d-4b78-9276-fe0794263949","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01135",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACPE","Acer pensylvanicum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"bb770519-6aa8-4f23-beb2-883387b8b121","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01409",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"HAVI4","Hamamelis virginiana L.","Hamamelis","Hamamelidaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"d2a849f0-3ab2-4b6b-a086-422af77c9de8","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01190",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACPE","Acer pensylvanicum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"51cee830-1649-45e6-85ea-e29007a7de49","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071","23",12,85.5,"map and tag","NEON.PLA.D07.MLBS.01358",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"fecb0f3b-a475-4f6d-8936-32fefbc5d949","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01183",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"KALA","Kalmia latifolia L.","Kalmia","Ericaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"f42801fe-5507-47eb-893c-1293c03bb3cd","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01193",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ILMO","Ilex montana Torr. & A. Gray ex A. Gray","Ilex","Aquifoliaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"f643ec39-0222-46aa-accc-87e416f437ac","MLBS_070.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_070",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01272",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ILMO","Ilex montana Torr. & A. Gray ex A. Gray","Ilex","Aquifoliaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"f1b129dc-b1d5-4e7a-8679-989c0ff0c4d1","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01400",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"HAVI4","Hamamelis virginiana L.","Hamamelis","Hamamelidaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"aa2a9c7a-026e-4ed7-9427-6f1b783ce39d","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068","23",7.2,65.7,"map and tag","NEON.PLA.D07.MLBS.01195",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"AMLA","Amelanchier laevis Wiegand","Amelanchier","Rosaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"0aba4ab0-ff22-4a69-993e-eba6c1144552","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071","23",4.9,52.1,"map and tag","NEON.PLA.D07.MLBS.01351",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"39aa187e-a0e2-4793-86a3-17ecbca8565e","MLBS_070.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_070",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01227",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,"cf. species",NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"aef842c4-3d22-4492-92f4-b868ada366be","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01368",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QURU","Quercus rubra L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"afecbae0-9853-4e5b-b60d-8d7b73246c37","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068","23",8.6,344.3,"map and tag","NEON.PLA.D07.MLBS.01181",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"AMLA","Amelanchier laevis Wiegand","Amelanchier","Rosaceae","species",NA,NA,NA,"cf. species",NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"eb1c303d-5f55-425c-accc-60dd18c308c0","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071","23",4.3,4.8,"map and tag","NEON.PLA.D07.MLBS.01350",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"251acc8e-ab54-4704-981d-7446686ed709","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071","23",19.6,332.2,"map and tag","NEON.PLA.D07.MLBS.01382",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUCO2","Quercus coccinea Münchh.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"69307dfb-4846-4b72-a989-ae258beb7fb7","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071","23",15,298.5,"map and tag","NEON.PLA.D07.MLBS.01399A",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"f5af2595-55de-464a-be1e-74e2f905361f","MLBS_070.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_070","39",18.5,168.5,"map and tag","NEON.PLA.D07.MLBS.01277",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QURU","Quercus rubra L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"e98b8732-ae4c-443c-8487-6c4ceba0b164","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01220",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"64ba7d40-c1f4-4532-92d4-b112094eab77","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071","23",17.2,327.2,"map and tag","NEON.PLA.D07.MLBS.01379",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,"cf. species",NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"ee25087f-bcf6-4b30-b4bb-268d187e3abc","MLBS_072.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_072","39",13,33.6,"map and tag","NEON.PLA.D07.MLBS.01316",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUAL","Quercus alba L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"9a241fac-50d5-41d1-bab7-fbf64db005fa","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068","23",15.7,331.8,"map and tag","NEON.PLA.D07.MLBS.01136",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,"cf. species",NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"867f2d11-9b8b-4609-8300-f71f9938f2ec","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068","23",25.1,321.1,"map and tag","NEON.PLA.D07.MLBS.01149",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"718dcafd-9b2a-4de9-9b00-23721ce40183","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071","23",17.4,330.6,"map and tag","NEON.PLA.D07.MLBS.01377",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUCO2","Quercus coccinea Münchh.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"6972abc0-1c04-4d3c-b24e-432ad925d91b","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01369",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"KALA","Kalmia latifolia L.","Kalmia","Ericaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"603a8bb2-1975-4bb8-b62e-709eade9140a","MLBS_072.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_072","39",11.9,60.2,"map and tag","NEON.PLA.D07.MLBS.01315",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"4fbeb3b0-ad49-4af1-832b-b4b2748feb8c","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01365",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"HAVI4","Hamamelis virginiana L.","Hamamelis","Hamamelidaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"81f8af4d-e962-4742-8dd8-e3e58ed4747b","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071","23",22.7,304.6,"map and tag","NEON.PLA.D07.MLBS.01392",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"5f7e6593-e286-4745-b9bd-7e0ddbc50cd4","MLBS_072.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_072",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01302",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ILMO","Ilex montana Torr. & A. Gray ex A. Gray","Ilex","Aquifoliaceae","species",NA,NA,NA,"cf. species",NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"31e6740d-493a-4a20-92a7-e6ee425d3140","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068","23",17,79.2,"map and tag","NEON.PLA.D07.MLBS.01202A",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"c999ff01-6cf1-4cf8-8aac-3b13c03d09b1","MLBS_072.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_072","39",5.2,60.3,"map and tag","NEON.PLA.D07.MLBS.01317A",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUCO2","Quercus coccinea Münchh.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"4580b306-83aa-41dd-bc87-30a3fc930ab0","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01341",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUAL","Quercus alba L.","Quercus","Fagaceae","species",NA,NA,NA,"cf. species",NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"5d6ae901-7f96-46d6-a41e-c91d32f00d1a","MLBS_072.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_072","39",11.1,80.3,"map and tag","NEON.PLA.D07.MLBS.01313A",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QURU","Quercus rubra L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"72a1aea7-dc92-45d0-999f-5e87962d7906","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068","23",17,79.2,"map and tag","NEON.PLA.D07.MLBS.01202",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"e5ec9111-f6af-47bf-978c-45072a85bf97","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071","23",15.1,274.4,"map and tag","NEON.PLA.D07.MLBS.01397B",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"27068367-bfbc-4fb3-a302-77435fd97f79","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01205",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"67b6b769-0420-45fd-a20a-20858f5fd456","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071","23",10.4,339.1,"map and tag","NEON.PLA.D07.MLBS.01372",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUCO2","Quercus coccinea Münchh.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"52363369-8363-44c2-a7ae-0bede94768d4","MLBS_070.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_070",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.01253",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"0151eb6a-f5d5-42bd-aab5-43b09712ccdb","MLBS_071.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_071","23",7.2,88.9,"map and tag","NEON.PLA.D07.MLBS.01356A",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUAL","Quercus alba L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"a9f0fca8-bfe7-4a68-a0f8-ff2bd55b6e94","MLBS_068.basePlot.vst",2015-10-01,"D07","MLBS","MLBS_068","23",8.9,303.6,"map and tag","NEON.PLA.D07.MLBS.01171",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"AMLA","Amelanchier laevis Wiegand","Amelanchier","Rosaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
